Brand,Model,Star,Title,Date,Pros,Cons,Other
AMD,YD270XBGAFBOX,5,Very Happy with Ryzen 7 2700,2018-04-29,Pros:Includes great stock cooler with aesthetic RGBGreat multithreading benchmarksEfficient TDP,Cons:Intel single core performance slightly better,Other Thoughts:Ryzen second gen performs right up there with the best enthusiast processors and should strongly be considered by anyone looking to upgrade.
AMD,YD270XBGAFBOX,5,very fast,2018-04-29,"Pros:even upgrading from a 1700x the difference is noticeable.not forced to upgrade your chipset, backwards compatible with x370.",Cons:slightly higher tdp than 1700x,None
AMD,YD270XBGAFBOX,5,Exactly what I expected,2018-04-28,Pros:It OC'ed to 4GHz automaticaly with my MB and cheap AIO. Solid 66 degrees at full load in a Cooler Master Mastercase Pro 5 (Good airflow).,Cons:Can't think of any.,None
AMD,YD270XBGAFBOX,5,what a jump in quality,2018-04-27,Pros:-great stability-great OC-great gaming perf,Cons:Nothing to say,Other Thoughts:I was with a Fm2+ A10-7850k....could barely run pubg or bf1 in 1080p at 60 fps....now jumping at 120 all the time combine with Ram speed of 3600 mhz... yeahhhhhhh
AMD,YD270XBGAFBOX,5,"No issues building a brand new system with this beast! Precision Boost is amazing with aftermarket cooling, highly recommend for multitasking and gamers alike!",2018-04-26,"Pros:retailer pluses:-one stop shop, had all items i needed for my build from newegg without having to part my system out from a bunch of places.-easy order, good customer service when I had questions.- good pricing for launch items.Product and Company-AMD knocks it out of the park with this one, it runs very cool with my kraken x62 watercooler-Precision boost is amazing-Ryzen master great utility for monitoring my temps under load-Super easy installation, and I will be able to donate my prism cooler to a friend who wants better temps on his new build.-New warranty regulations about overclocking and aftermarket cooling. (you aren't voiding a warranty with aftermarket cooling anymore)-This processor would have been over $1000 CDN 2 years ago before zen architecture, thank you AMD for releasing these processors at a consumer friendly price. It has been an amazing ride and you have a fan for life.","Cons:-Newegg retailer was amazing no complaints from that aspect-Ryzen 2 ram tuning is a bit of a pain if you want to overclock your stuff. Some users of other websites have so graciously made calculators to help with this aspect so keep your eyes out for that application. With maturity will come better bios support, and with that better ram tuning, and I can hopefully get that extra bit of performance by clocking my ram higher.",Other Thoughts:Thank you for the wonderful product!
AMD,YD270XBGAFBOX,5,Runs Circles around 1st Gen Ryzen...FAST circles,2018-04-26,"Pros:- Out of the box runs stock at faster than the best OC you could imagine from a first gen Ryzen 7 (1700/1700X/1800X)- Memory compatibility is night and day difference from Ryzen 1. MUCH improved stability compatibility and speeds.- The stock cooler is a monster, for a stock cooler and while most ppl will use aftermarket cooling, this thing is so sexy, it's hard to part with it.- Backwards compatibility is great. You do NOT NEED and X470 board to make this thing into a beast. The Asus Prime X370 Pro has more than enough HP to drive it hard. Easily OC's over 4.3 GHz on all cores, despite what some of these YouTube know-it-alls will tell you. It's all about the finesse. ;)-Multitasking is just unreal with this thing. I can apparently type reviews while running an AIDA stress test in the background, if that tells you anything.",Cons:-None,"Other Thoughts:Couple things, just to think about:If you already own a Ryzen 7 from the first generation, you really don't NEED this upgrade. It's a refresh and optimization, not a new architecture. While there are certainly some nice improvements, they aren't big enough to make sense to ditch a great CPU that you just bought last year. But if you're in the market to build a new PC, this is simply the best bang for your buck. It does it all, and it does it fast."
AMD,YD270XBGAFBOX,5,AMD impressed and Intel lover,2018-04-25,Pros:Stock got advertised speed of 4.3 according to cpuz (get the new version)This thing at stock is as good as my overclocked I75820k @4.3ghz (had to downgrade oc from 4.5 due to patch for meltdown issue) on a single core application bench and blows it out of the water for multi-core applicationsI am a streamer so using the same cpu to game and encode and I can 1080@60fps on the fast setting in OBS with ANY game which is impressive cpu max 78 percent.,Cons:cons? erm what Mate no cons here mate unless you hate AMD for some reason,"Other Thoughts:This is an amazing CPU with my ram running effortlessly at 3200. The only con which may worry some people is some software reports its temps really high like 90C when in actual fact its low like 30. I noticed this with corsair link and speccy but if you get the ryzen master software that tells the real temp and correlates with the bios temps too. People like to complain about none OC, personally I have no need to OC such a monster yet as there isnt nothing I do that pushes it. Grab this CPU throw a decent cooler at it (I have a corsair H115I) and you'll be happy. Great price, great product AMD have done themselves proud."
AMD,YD270XBGAFBOX,4,"Great Chip, Great power, Misleading marketting (disappointed by poor OC and unworthy upgrade from last gen)",2018-04-24,Pros:- 8 Cores 16 Threads @4.2Ghz (OC)- Additional PCIE 3.0 functionality- Better clock speeds and per-core performance over previous gen (1700/1700x/1800x) due to XFR and SenseMI- Backwards Compatibility for older AM4 Mobo,Cons:- No overclocking headroom (check the youtube reviews)- In neither Manual nor Auto settings did even a single core reach the advertized 4.3Ghz (while cooled by 240 AIO) anything over 4.2Ghz in manual OC crashes no matter what.- Advertized scores in Cinebench etc are not achievable without heavy manual overclocking on most chips and are not representative of how a system can be run 24/7 (at least until software improves),Other Thoughts:Doubtless this is a great CPU but I advise anyone that does not HAVE to have that couple extra 100-200Mhz to just get the massively discounted Ryzen 1700 and overclock it to 4.0Ghz.
AMD,YD270XBGAFBOX,5,amazing upgrade from FX8350,2018-04-23,"Pros:stock cooler is great, but still wanted to use my h60. this thing is amazing ram speeds actually stay and are very simple to get working. it easily went to 4.25 Ghz on all cores, and if not manually O.C xfr 2.0 may actually be better.",Cons:can't think of any.,"Other Thoughts:single core performance doesn't match Intel's, but it's pretty dang close for less and more cores/threads overall."
AMD,YD270XBGAFBOX,5,Fast and smooth,2018-04-21,Pros:Stock 2700x is as fast as my 1800x OC'd to 4Ghz on all cores.Runs smooth and handles faster memory better,Cons:None so far,None
AMD,YD270XBGAFBOX,5,hitting 4.5+GHz without overclocking,2018-04-21,Pros:Installed on a X370 mobo. Extending the life of that component.Hardware Monitor shows 56C temps and 4.1 to 4.5 CPU speed range on an EVGA CLC 120 AIO.,Cons:None so far,Other Thoughts:Great value
AMD,YD270XBGAFBOX,5,Amazing product,2018-04-21,"Pros:Almost everything about this product is positive. Price, performance, event the heat sink is amazing.",Cons:None.,Other Thoughts:I think the AM4 socket (without cpu) is a little...ugly...
AMD,YD270XBGAFBOX,5,A little better than the 1700x,2018-04-21,Pros:8 cores 16 threadsCan use your old board (see cons also)Seems to have a slightly lower idle temp over 1700xThis is faster than the 1700x was at its peak OC at stock clocksDefinitely gives you a few more fps in games,Cons:Compatability with older boards still no betterOCing on the 370 Krait gaming is non existentMemory speeds are no better using all the same components as I was with the 1700x,Other Thoughts:If you are thinking you'll see much difference stepping up from previous generation Ryzen don't expect much of a difference.
