EVGA,06G-P4-6163-KR,5,Great video card,2019-02-14,Pros:-awesome performance for the price-evga warranty/support,Cons:-none,Other Thoughts:Card is a couple years old now but has performed flawlessly in that time. No complaints at all and EVGA is always the best for customer service if there is ever a problem.
EVGA,06G-P4-6163-KR,5,Fantastic. Runs cool and super stable.,2017-06-20,Pros:Great mid range card. Runs pretty much everything I throw at it at over 100 FPS on Ultra settings. Super easy install.,Cons:None.,Other Thoughts:If you want a card that will run everything on Ultra for the next 2 or 3 years you got your card right here.
EVGA,06G-P4-6163-KR,5,great card,2017-06-17,Pros:Very powerful for it's price,Cons:None,"Other Thoughts:I would highly recommend this card, especially for it's price to performance ratio."
EVGA,06G-P4-6163-KR,4,Great Product! Love EVGA Products,2017-05-05,Pros:- Stays cool- easy install-comes with a nice program that keeps track of fan speed and heat ext...,Cons:-fan can be loud at times,None
EVGA,06G-P4-6163-KR,5,Awesome!,2017-05-05,"Pros:FPS on Overwatch with an I3 6100 on epic is 90-170! On Ghost Recon Wildlands and on pretty high settings, it's like 55-100 ish. Upgraded from a 750TI which would run 60-80 FPS on Ultra settings in Overwatch. Ghost Recon is a really pretty game!","Cons:The fan can be a little loud at times on Ghost recon, but it could be because of the lack of air flow in my case. It's pretty big for a smaller card, but it fit in my case so no worries.",Other Thoughts:I would definitely recommend if your looking for a smaller card that will run pretty much all the games you play.
EVGA,06G-P4-6163-KR,3,Good but not great,2017-05-05,Pros:- Compact form factor- Good price point for level of performance,"Cons:- Not terribly loud, but certainly louder than my GTX 460 Cyclone 1GD5/OC from MSI which was whisper quite because it didn't use these stupid air duct designs and instead relied on a large fan with heat pipes from the chipset.  That MSI Cyclone was rock solid and I would buy it again in a heartbeat if they refreshed its design for the GTX 1060.- I really don't like the air duct cooling  arrangement for graphics cards, but I have no other choice because I don't see anything like my old card on the market any more and I do not want to deal with the upkeep of a liquid cooled design.","Other Thoughts:- I bought this card once as an upgrade from a GTX 460 and it worked for a few evenings of gaming before dying and (it would appear) taking the motherboard down with it (I tried both the old card and the onboard video, but could no longer get a signal on my monitor).  I am confident that it was compatible with my system and well within the capabilities of my power supply, so it was very likely a faulty card.  The replacement card I received has so far been working fine so hopefully it was a fluke.  Though I much would have preferred not having to replace my entire machine in the process."
EVGA,06G-P4-6163-KR,5,Huge upgrade from a GTX 760 at a ridiculously low price!,2017-04-23,Pros:Fits easily in mid sized case. Running new games on ultra quite easily. The single fan keeps temps well in cool range on heavy loads (Witcher 3 maxed including Hairworks) and is very quiet. A no brainer upgrade on a budget.,"Cons:Just wish this had LEDs, but that is just flavor :)",None
EVGA,06G-P4-6163-KR,5,Wonderful little beast!,2017-04-22,"Pros:- Very powerful little thing- Small form factor is a HUGE plus for future builds- Only 150W TDP / PCIe Power cable!- Installation was a breeze. It worked flawlessly plug and play on my old S5520SC Mobo- Drivers were easy to install and worked out of the box (make sure to download from nVidia site instead of the provided drivers, and to use DDU tool to remove your old drivers completely before that. You can search google for DDU, it's easy).- Runs anything very smoothly on 1080P and Ultra settings.- Looks really ""sexy""!- EVGA support and community (a real plus)- EVGA software easily adjusts the fan curve or over/under clocks the card","Cons:Can't think of any, but if only it had a backplate that would be nice. This would prevent dust from accumulating on it, but that's barely an issue.","Other Thoughts:Coming from an old ATI Radeon HD 5770 this is a huge boost for my rig.I'm really happy I bought this, especially the 6GB version. This card is a huge bang for buck! I find it way worthy that the larger and more expensive cards from its tier.I can't imagine a better choice for 1080P gaming given the size and price. Just bear in mind that it's not designed for extreme 4K performance so don't judge it for that."
EVGA,06G-P4-6163-KR,5,Fantastic product,2017-04-21,Pros:Easy installExcellent performanceReasonably priced,Cons:I have no criticisms,Other Thoughts:I would absolutely recommend this product.
EVGA,06G-P4-6163-KR,5,Finally Got a good Card!,2017-04-20,"Pros:-Pretty good price to performance, i haven't found a game that this cant run well",Cons:-The heat can get a little out of control sometimes,None
EVGA,06G-P4-6163-KR,5,"Amazing GPU, for the price!",2017-04-19,Pros:- The GPU is very affordable- The Base clock speeds are very high- For a single fan GPU over clocks well- Stays cool even under high loads- Easily the best GPU that you can get for the $250 price range,Cons:- NONE!,"Other Thoughts:- Been running the card in 2560 x 1440 and have had no issues with games, playing most in high settings."
EVGA,06G-P4-6163-KR,5,Great little card at a slightly awkward price point,2017-04-19,"Pros:As a higher-end budget card, there's not a lot more you could ask for: performance reportedly approaching a GTX 980 for less than $250, plus a small form factor for convenient installation and a solid factory overclock. I put it inside a mini-ITX build to replace a dying 2GB 960, and now it plays Dark Souls 3 on ultra at a rock-solid 1080/60fps without even approaching max usage. With a custom, more aggressive fan curve, doesn't get over 70 degrees Celsius on the Heaven benchmark.EVGA delivers its usual no-nonsense aesthetics and good build quality (they even included a case badge!), and the smaller card fits in my Fractal Design Core 500 with plenty of room to spare (especially compared to the monstrously gigantic MSI card it replaced). The Precision XOC utility is handy too.","Cons:Gets very loud with fan speed over about 50%. I recommend headphones to drown out its tortured screaming.No LEDs, if that's your thing.As other reviewers have said, where this card lies in terms of performance is a little odd: maybe a bit more than what you need for 1080p, maybe a little less than what you need for 1440p. It's definitely not bad at either, but the RX 480/580 and the 3GB 1060 are only a little bit worse at 1080p for significantly less money. I probably wouldn't have replaced even my 960 if it wasn't for the thought of going through a month-long RMA process with MSI all for the sake of a card I'd probably replace in a year or two anyway.That said, if you need 1080p/60fps performance at max settings AND a small form factor, then this card is probably one of your very few choices, and likely the best -- so go ahead and grab it!",Other Thoughts:I'd probably pick this over ZOTAC's mini 1060s just on the basis of clock speeds.
EVGA,06G-P4-6163-KR,5,Review for: 1060 SC Gaming ACX 2.0 Single Fan 6GB,2017-04-18,"Pros:Pros:Runs cool -- 28C-32C idle, 60~C while in gameQuiet fan (Unless you are running at 80%+ fan speed, and if you do - reconsider your life)Powerful card (I've yet to experience less than 60 FPS)Good price",Cons:No SLI,"Other Thoughts:Excellent videocard. Small, efficient and mostly quiet. Great video card for gaming at 1080p."
EVGA,06G-P4-6163-KR,5,Great mid range graphics card!,2017-04-18,Pros:- EVGA warranty- Runs cool- Perfect 1080p gaming card- So far no issues after 6+ months,Cons:- Price to performance isn't the best- None,Other Thoughts:This is a great little 1060 and won't let you down!
EVGA,06G-P4-6163-KR,5,Nice and compact,2017-04-18,"Pros:This card uses lot less wattage for the power it puts out, easy keeps me above 60 fps in all my games",Cons:haven't found any cons yet,Other Thoughts:I would gladly recommend this graphics card
EVGA,06G-P4-6163-KR,5,Significantly better than my 960 SSC!,2017-04-18,"Pros:-Games look and run so much better than on my old 960 SSC.-Quieter than my old 960.-Smaller, lighter, and no sag at all.","Cons:-An SLI slot would be nice, but that doesn't affect me.","Other Thoughts:-It would be nice to be able to have the fan run without having to use PrecisionX. What I mean is that the fan does run, but only when it gets super hot, which I can't imagine being good for the life of the card. I could be wrong, of course. I'd like to not have to run PrecisionX just to keep the card at a temperature I feel is safe. Again, I could be completely wrong about what's good for the card."
EVGA,06G-P4-6163-KR,5,Outstanding Card,2017-04-18,Pros:Smaller sizeIncredible PerformanceLow Power ConsumptionRuns Quietly,Cons:Not worth mentioning.,"Other Thoughts:Bought to replace my 770 FTW (EVGA).  I needed a smaller card with a better power usage rating.  What I got was a card that met those requirements and doubled the performance of my 770 FTW.  According to the Heaven Benchmark Utility, the 1060 out performed my 770 by double.  I strongly recommend this card.  It has not had any issue running any games thus far. From Minecraft through DOOM it has done a very nice job."
EVGA,06G-P4-6163-KR,5,Best card since the GTX 460,2017-04-18,"Pros:Price to performance reminds me of the GTX 460 days.  No issues at all in almost a year of ownership.  Runs cool, whisper quiet.  Perfect solution for 1080p setup for gaming amd graphic arts.  Single fan and short card made for a perfect micro atx solution.  No coil whine, folds like a champ.",Cons:None,Other Thoughts:Bought at launch amd has been in use round the clock since.  Looks dinky now that it has been moved to a full ATX case setup.
